trans_hour,trans_day,trans_month,trans_year,trans_amount,upi_number,fraud_risk
19,25,5,2023,52342.83,7662724174,1
4,19,8,2020,99885.87,7662306791,1
13,9,12,2022,191485.27,7662076331,1
6,15,5,2017,105848.08,7662875544,1
15,8,1,2019,45158.18,7662796458,0
19,26,8,2019,12903.01,7662747047,0
23,10,3,2020,193100.71,7662672657,1
8,18,9,2018,167489.18,7662806633,1
14,20,5,2018,124667.39,7662848907,1
7,28,12,2023,122763.16,7662372438,1
23,26,12,2022,29538.6,7662530536,0
14,23,7,2021,84370.28,7662921788,1
17,13,4,2019,106980.27,7662403909,1
16,23,2,2024,110434.0,7662532734,1
9,20,6,2021,7517.05,7662781324,0
10,13,7,2022,67843.62,7662536438,0
10,15,12,2023,37811.8,7662346129,0
1,6,7,2024,71468.81,7662326586,1
5,22,5,2023,167518.17,7662954426,1
15,11,4,2017,56463.07,7662625738,0
14,2,5,2023,120660.83,7662552178,1
8,9,1,2017,141512.57,7662391679,1
21,10,1,2021,6481.83,7662692101,0
16,15,9,2018,77002.75,7662670879,1
21,20,6,2021,152728.02,7662486573,1
6,24,3,2021,53061.69,7662872607,0
20,9,2,2025,149934.35,7662040275,1
7,24,1,2022,58934.28,7662901306,0
6,2,6,2023,119045.07,7662634289,1
14,14,10,2019,36149.2,7662664239,0
10,9,6,2025,2512.15,7662898031,0
11,26,9,2023,16673.85,7662260561,0
11,25,9,2018,199938.67,7662804327,1
10,17,1,2022,54437.4,7662644143,0
18,1,3,2019,88273.49,7662835647,1
2,5,10,2023,2090.07,7662130798,0
8,11,3,2021,57661.46,7662713405,0
0,11,1,2024,86420.72,7662023374,1
8,7,8,2020,30609.68,7662094715,0
12,11,7,2020,11655.55,7662586028,0
9,2,11,2019,30885.62,7662560510,0
20,5,4,2025,35173.18,7662765100,0
12,9,7,2024,175810.14,7662394120,1
13,25,7,2024,138565.7,7662331247,1
6,26,9,2025,55173.09,7662782044,1
11,4,7,2025,38704.79,7662862667,1
11,22,6,2022,39161.04,7662660525,0
15,17,10,2020,41285.73,7662535334,0
9,22,1,2021,3123.97,7662053296,0
7,21,2,2024,30011.64,7662440579,0
4,19,2,2021,780.12,7662291401,0
17,17,8,2020,37532.2,7662089828,0
4,25,7,2020,68472.89,7662165344,1
3,6,10,2019,53407.08,7662169723,1
12,7,5,2024,10467.69,7662961468,0
1,5,3,2021,24960.72,7662963742,0
0,24,11,2019,190555.24,7662147714,1
2,9,1,2020,174544.08,7662515881,1
2,19,7,2022,118540.8,7662887547,1
2,21,11,2019,129937.82,7662305963,1
15,6,2,2019,120925.98,7662929917,1
9,3,2,2019,56007.61,7662158507,0
14,8,2,2024,36878.42,7662293193,0
18,27,12,2017,2164.85,7662089560,0
2,19,7,2021,162781.06,7662959778,1
6,9,4,2018,51302.39,7662424061,0
1,10,11,2021,114781.65,7662223074,1
11,8,9,2023,152697.19,7662660375,1
12,20,10,2024,58098.46,7662081929,1
9,2,11,2018,59508.13,7662084809,0
23,25,4,2018,182844.48,7662867275,1
15,2,8,2017,37747.19,7662247250,0
9,27,2,2019,168838.3,7662924105,1
18,10,2,2024,13431.08,7662253516,0
18,1,12,2018,36403.13,7662553276,0
7,24,12,2022,51533.99,7662081224,0
21,26,2,2022,12278.8,7662036374,0
11,7,1,2025,144874.2,7662841733,1
14,10,10,2019,34672.38,7662257107,1
1,7,5,2021,81616.74,7662752083,1
0,13,7,2018,188554.19,7662717607,1
10,2,3,2019,28188.33,7662337469,0
21,9,1,2018,62195.82,7662705067,0
6,25,10,2020,131723.19,7662205468,1
23,1,3,2021,490.08,7662703049,1
3,27,11,2025,98224.48,7662750460,1
17,16,2,2018,63237.7,7662697927,1
18,3,9,2020,124811.81,7662862521,0
9,3,3,2017,50050.06,7662557946,1
5,10,3,2022,127494.23,7662502052,1
10,12,12,2024,6595.34,7662290834,0
16,17,1,2017,137311.13,7662451032,1
22,23,11,2025,136889.08,7662499304,1
0,25,5,2019,14218.47,7662301716,0
23,15,10,2025,26050.6,7662879320,0
15,16,9,2020,4181.78,7662588109,0
17,18,12,2018,59592.27,7662139761,1
9,3,5,2022,45894.36,7662604418,0
21,24,1,2018,65429.01,7662788684,0
16,3,4,2019,42662.29,7662786600,0
22,7,5,2019,49263.58,7662612542,0
9,7,1,2024,67583.43,7662306639,1
20,12,10,2024,9504.9,7662334392,0
23,23,2,2023,33761.8,7662541434,1
9,13,1,2021,64379.27,7662000684,1
2,11,9,2020,17028.42,7662090979,0
0,27,9,2023,192030.15,7662476904,1
20,10,6,2017,166170.49,7662300709,1
0,1,8,2025,24503.04,7662917966,0
9,21,1,2025,18851.24,7662830474,0
10,11,12,2017,6723.61,7662023826,0
1,27,10,2025,65574.47,7662534143,1
20,4,9,2025,126842.82,7662741768,1
11,10,11,2019,76082.63,7662443447,1
16,3,1,2025,42853.89,7662591509,0
6,13,12,2018,197109.68,7662824057,1
0,10,8,2018,63022.43,7662797879,1
3,19,4,2022,135352.02,7662441030,1
13,12,4,2018,58824.93,7662834742,1
9,16,10,2021,87172.4,7662088298,1
7,1,5,2019,38645.26,7662243026,0
12,13,6,2020,16974.65,7662616284,0
16,11,1,2024,14603.67,7662511085,0
23,14,12,2025,3872.68,7662714868,0
12,12,3,2020,147572.55,7662824930,1
9,2,12,2024,144287.12,7662488029,1
16,1,6,2022,118031.5,7662740688,1
13,22,6,2017,45522.87,7662119431,0
6,28,9,2017,2366.7,7662352169,0
21,21,3,2017,49815.67,7662211632,0
14,1,3,2017,19448.27,7662281332,0
21,28,3,2022,22901.08,7662458221,0
18,24,5,2020,64709.69,7662433266,0
19,23,6,2021,73262.9,7662987594,1
12,8,7,2020,168888.91,7662783358,1
16,12,3,2021,40901.22,7662701628,0
15,19,12,2018,23670.52,7662777026,0
23,28,12,2025,186119.95,7662362571,1
19,2,8,2023,1701.34,7662383048,0
18,28,11,2020,135941.77,7662245811,1
15,24,6,2017,47119.31,7662020476,0
15,10,10,2021,53118.57,7662867561,0
6,6,8,2017,163038.38,7662252182,1
9,5,9,2018,154467.37,7662316709,1
6,10,7,2020,64011.61,7662636422,0
15,23,1,2017,65523.92,7662146135,0
17,10,9,2020,120798.04,7662066071,0
3,10,10,2017,22354.11,7662434318,0
22,20,9,2020,8588.52,7662902889,0
11,14,12,2017,184527.06,7662131191,1
14,9,5,2022,43839.21,7662770865,0
12,24,4,2018,37276.7,7662974669,0
2,26,9,2019,23421.24,7662107376,0
17,9,11,2018,105083.91,7662725645,1
6,7,11,2020,139344.85,7662516457,1
19,2,11,2020,67650.36,7662682141,0
12,17,2,2021,29254.61,7662084264,0
17,21,6,2019,57089.73,7662074026,0
1,28,7,2023,36471.09,7662354589,1
21,28,2,2017,19318.69,7662478960,0
3,22,8,2022,10121.54,7662690916,0
17,15,2,2024,36779.92,7662239102,0
21,18,8,2025,33076.98,7662364636,0
11,13,6,2019,191382.05,7662717491,0
13,18,1,2024,133564.84,7662988481,1
17,17,9,2021,32198.32,7662031584,0
20,19,1,2024,154239.39,7662738865,1
11,3,5,2018,65878.62,7662651394,0
0,27,6,2019,108479.25,7662441087,1
5,10,8,2021,11513.9,7662791039,0
18,1,3,2023,114496.71,7662342207,1
4,14,11,2019,93220.89,7662967067,1
18,12,7,2017,72641.79,7662611184,0
13,19,2,2022,4400.56,7662213519,0
22,20,6,2018,4858.21,7662563001,0
4,5,5,2019,133966.91,7662979460,1
16,3,7,2023,74266.87,7662758545,1
22,20,8,2025,104732.83,7662581860,1
20,2,9,2025,80628.26,7662451348,1
11,9,2,2020,3120.72,7662053730,0
21,25,5,2020,70297.3,7662165405,0
23,22,12,2024,8505.86,7662275983,0
23,23,6,2023,69274.93,7662060808,1
17,14,2,2018,102235.72,7662409166,1
21,22,9,2025,15967.56,7662891419,0
21,8,7,2025,178359.87,7662149598,1
13,21,9,2018,54830.13,7662020821,1
19,1,9,2018,950.7,7662168273,0
19,20,9,2024,16557.83,7662305693,0
21,27,7,2018,195485.78,7662341781,1
21,1,3,2024,476.05,7662144833,0
12,13,9,2023,127560.18,7662477063,1
8,25,9,2024,21936.78,7662305977,1
16,15,8,2024,113504.09,7662335428,1
18,23,6,2017,162271.81,7662509272,1
5,7,1,2022,59910.53,7662858741,1
6,12,8,2017,76696.31,7662244746,1
11,22,8,2024,106251.11,7662358097,1
21,17,5,2019,159605.73,7662755850,1
17,12,7,2023,125678.59,7662512917,1
18,27,12,2023,30930.32,7662378032,0
1,28,7,2024,20141.75,7662528519,0
19,11,2,2021,122829.72,7662279022,1
14,19,1,2020,168623.4,7662655021,1
16,14,3,2023,24586.69,7662227630,0
2,2,9,2019,127211.88,7662978859,1
17,19,8,2018,17562.58,7662749254,0
1,26,5,2020,29269.45,7662384425,0
19,2,4,2021,18676.82,7662359900,0
8,23,6,2017,57681.06,7662711465,0
0,14,7,2020,128160.32,7662741369,0
14,5,2,2017,52401.12,7662594407,0
6,28,9,2018,183558.97,7662831270,1
19,8,4,2023,42459.41,7662712587,1
20,5,4,2017,107146.01,7662233727,0
16,20,1,2024,47901.49,7662829800,1
12,22,7,2017,119306.56,7662675310,1
17,4,9,2018,53426.2,7662448054,0
9,20,4,2021,185064.14,7662814895,1
17,23,7,2024,121553.72,7662841779,1
13,12,1,2019,430.49,7662915034,0
13,14,6,2020,23469.68,7662084358,0
6,18,3,2018,46739.73,7662615903,0
14,21,6,2021,22949.32,7662501887,0
14,8,12,2019,196689.39,7662365560,1
6,14,5,2018,3190.79,7662002790,0
19,14,4,2024,49465.57,7662377640,1
22,3,7,2018,74973.67,7662765363,0
19,3,3,2017,158834.06,7662544210,1
23,12,8,2022,199408.6,7662454362,1
12,11,9,2019,15618.65,7662866183,0
0,19,9,2023,10208.62,7662407880,0
18,1,3,2022,173556.11,7662540858,1
3,2,10,2018,151367.9,7662329182,1
1,20,3,2017,24599.08,7662413189,1
4,11,10,2023,189620.63,7662613069,1
12,2,5,2017,25379.68,7662319678,0
5,8,8,2017,5578.19,7662291990,0
13,9,1,2017,99821.21,7662747590,1
18,25,2,2018,54672.04,7662507404,0
2,3,10,2023,104828.79,7662639099,1
13,8,6,2021,11859.46,7662954061,0
10,13,4,2021,31494.29,7662768540,0
4,28,2,2020,8538.32,7662339698,0
13,28,7,2021,46074.08,7662037029,0
23,21,10,2025,124.18,7662458452,0
7,6,3,2020,51895.0,7662385977,0
16,27,3,2020,110987.81,7662125291,1
11,16,3,2018,150940.49,7662927989,1
5,14,6,2023,28036.48,7662567938,0
13,24,6,2024,28004.63,7662223577,0
21,23,9,2021,74775.22,7662447443,0
6,14,11,2020,100986.52,7662444524,1
9,19,11,2017,153519.39,7662585253,1
19,22,7,2017,42739.11,7662810317,0
13,2,1,2019,7781.22,7662491961,0
3,20,5,2019,18501.23,7662587655,0
14,17,10,2017,90859.47,7662990968,1
11,26,2,2021,31650.79,7662221130,0
19,11,10,2025,193593.97,7662976297,0
9,9,3,2022,67440.14,7662503245,0
11,24,10,2022,86426.66,7662852286,1
11,3,2,2022,45347.06,7662960543,0
21,20,7,2020,68803.1,7662579071,0
19,10,3,2024,78362.79,7662008291,1
0,21,5,2021,3446.22,7662791088,0
5,6,4,2020,61062.96,7662893724,0
15,22,9,2019,31620.49,7662705425,0
16,23,11,2017,45771.84,7662486648,0
13,6,6,2020,32667.64,7662453572,0
17,23,5,2017,174.76,7662154021,0
19,11,7,2017,118368.39,7662103044,1
15,14,9,2021,24454.19,7662535141,0
13,22,2,2017,176953.66,7662521322,1
7,18,5,2020,138492.56,7662205772,1
11,6,1,2023,2794.56,7662978388,0
6,23,3,2023,52511.43,7662236888,1
14,23,1,2024,117627.73,7662933649,0
6,19,10,2021,45350.34,7662419842,1
11,28,5,2018,27633.08,7662581735,0
12,16,9,2025,21863.72,7662928372,0
15,3,8,2023,179326.61,7662118635,1
15,2,8,2018,33865.04,7662880770,0
3,1,3,2022,8870.83,7662027688,0
18,26,10,2020,146486.25,7662877626,1
10,23,2,2023,29408.65,7662919591,1
5,19,3,2020,13120.7,7662096230,0
13,26,3,2024,14456.14,7662651914,0
10,25,7,2022,183900.08,7662759068,1
5,5,1,2022,59380.26,7662650865,1
4,16,12,2024,17402.09,7662122081,0
0,22,1,2019,61380.45,7662741008,0
16,21,6,2022,159881.72,7662920310,1
22,4,9,2019,12070.08,7662163991,0
15,5,3,2023,42287.56,7662709765,1
17,21,2,2024,112.4,7662909089,0
1,24,7,2025,154644.51,7662699635,1
21,15,8,2021,71107.63,7662206815,1
9,22,3,2019,74542.08,7662637395,0
3,22,7,2021,113251.43,7662129002,1
0,16,5,2022,47264.5,7662637078,1
10,21,10,2017,156468.36,7662945849,1
17,22,3,2018,118650.78,7662061862,1
14,27,11,2018,31760.91,7662675293,0
6,1,10,2024,68183.42,7662186000,0
16,16,12,2018,6290.67,7662224775,0
21,2,12,2019,134324.19,7662377898,1
8,25,12,2021,97712.79,7662890118,1
13,22,1,2022,59341.74,7662153732,0
17,21,4,2019,16288.5,7662360249,0
21,3,12,2020,87255.48,7662258958,1
10,15,1,2018,33524.55,7662170287,0
13,10,3,2022,25133.01,7662157717,0
1,23,7,2021,9186.18,7662868615,0
16,14,8,2020,172847.67,7662720160,1
18,12,4,2019,40454.23,7662137766,0
18,6,10,2021,22932.4,7662662435,0
14,4,3,2021,27508.16,7662463957,0
5,9,2,2022,108165.37,7662405985,1
23,7,9,2019,24864.86,7662540689,0
20,2,3,2025,78488.35,7662993234,1
18,25,8,2023,6502.9,7662690804,1
3,24,11,2019,163849.94,7662453165,1
23,16,1,2023,62072.63,7662123633,1
11,19,8,2022,114144.38,7662596742,1
21,17,11,2019,93358.83,7662503183,1
2,25,5,2020,57614.22,7662572998,1
23,25,12,2017,42781.22,7662608290,0
9,12,11,2025,117867.13,7662174409,1
10,10,12,2018,34150.99,7662744027,0
13,14,4,2024,5605.8,7662932097,0
20,14,7,2019,3801.0,7662408912,0
8,3,4,2020,106877.62,7662119616,1
3,26,2,2018,116798.42,7662754337,1
0,19,7,2020,23744.58,7662472377,0
1,17,6,2023,17298.1,7662398461,0
11,16,7,2024,28630.26,7662382876,0
21,15,3,2021,3118.79,7662416740,0
0,15,10,2022,182943.46,7662152537,1
8,9,12,2017,43597.18,7662668642,0
19,19,7,2020,148526.88,7662443631,1
3,16,3,2023,12905.79,7662017514,0
21,9,8,2018,11629.34,7662351403,0
23,17,12,2023,181175.08,7662179014,1
7,5,10,2024,151306.11,7662334684,0
20,20,1,2023,63006.65,7662150126,1
2,17,7,2023,16615.07,7662724363,0
23,25,2,2025,478.61,7662788048,0
17,11,1,2019,17533.47,7662908007,0
12,11,3,2023,150228.24,7662655650,1
0,9,11,2018,8122.03,7662639612,0
13,11,11,2017,60701.08,7662613079,0
8,2,9,2019,26454.36,7662377114,0
22,11,12,2018,8327.27,7662416235,0
18,2,5,2018,25959.81,7662853173,0
1,5,2,2025,6614.31,7662495333,1
7,3,1,2017,24135.96,7662668103,0
11,14,3,2022,46378.64,7662047927,0
12,17,2,2022,40257.35,7662392074,0
6,11,11,2025,139208.62,7662287799,1
9,16,9,2018,67237.55,7662278349,0
13,6,3,2019,4233.37,7662108141,1
22,23,11,2019,71359.24,7662732543,0
6,20,2,2019,108009.88,7662113817,1
5,13,6,2024,21987.78,7662973845,0
10,19,3,2023,121152.81,7662745177,1
23,3,9,2018,191768.59,7662206403,1
11,7,10,2022,177981.6,7662307099,0
9,15,11,2022,76302.97,7662472510,1
20,15,7,2021,159146.48,7662640767,1
3,27,6,2023,38980.55,7662541495,1
2,20,12,2017,106000.44,7662867684,1
20,26,12,2025,3776.09,7662428500,0
9,13,10,2020,136592.37,7662784962,1
19,6,8,2022,31875.82,7662971162,0
18,22,1,2023,89925.81,7662184174,1
2,25,5,2023,27745.27,7662143613,0
1,7,6,2017,12520.27,7662603162,0
22,9,11,2020,44625.46,7662890388,0
8,26,12,2021,40617.35,7662741802,0
6,26,6,2022,178076.15,7662092933,1
20,11,4,2020,186678.9,7662651308,1
6,27,11,2017,105246.76,7662726986,1
3,3,5,2021,78275.79,7662234121,1
13,27,7,2020,76550.05,7662938828,1
3,11,5,2022,116669.7,7662624963,1
1,25,7,2019,117523.5,7662677306,1
17,11,10,2018,2473.32,7662528621,0
9,20,10,2025,37206.0,7662246498,0
5,1,9,2018,162081.62,7662638484,1
0,6,11,2020,17779.44,7662829398,0
3,6,4,2019,59676.61,7662126540,1
23,6,7,2022,35574.69,7662870424,0
17,13,8,2019,76620.47,7662192299,1
3,4,11,2018,73843.05,7662558827,1
17,20,3,2021,97116.1,7662864888,1
0,28,12,2020,6638.91,7662467119,0
17,20,12,2023,34160.29,7662809914,0
20,16,11,2024,125255.48,7662163076,1
0,15,9,2019,84530.19,7662678476,1
7,16,11,2019,37397.21,7662153207,0
6,23,2,2018,57988.67,7662156300,0
13,16,3,2017,19312.72,7662299410,0
23,4,1,2024,22030.24,7662302024,0
5,9,2,2024,7775.06,7662249617,0
7,22,7,2018,153181.38,7662503131,1
3,2,2,2023,27998.82,7662204651,0
22,22,3,2021,30197.54,7662329363,0
12,16,6,2018,37516.28,7662272392,0
9,6,5,2025,13658.61,7662595174,0
17,26,8,2022,2034.11,7662395574,0
18,9,9,2018,32.41,7662242712,1
12,28,7,2017,34104.57,7662311938,0
6,23,3,2022,33203.38,7662709991,0
20,28,2,2022,16850.36,7662266787,0
21,22,8,2021,51548.79,7662845834,0
2,25,1,2025,141087.12,7662619711,1
1,19,1,2025,29449.84,7662446647,0
2,17,8,2021,27402.05,7662636929,0
12,14,9,2017,48460.38,7662326035,0
2,25,1,2017,28258.68,7662270175,0
7,24,6,2025,10994.77,7662736940,0
8,24,4,2025,195202.33,7662849077,1
16,1,1,2020,164242.16,7662570789,1
0,9,7,2024,78240.31,7662122000,1
15,23,6,2019,86696.04,7662308713,1
17,12,10,2017,645.52,7662862105,0
1,28,7,2017,90997.97,7662337187,1
0,18,3,2019,145878.13,7662234811,1
11,20,1,2023,10779.55,7662660775,0
18,7,5,2018,10177.68,7662273442,0
21,8,1,2017,141794.01,7662113029,1
22,14,2,2023,37904.86,7662951119,0
1,8,7,2021,186244.96,7662777564,1
5,6,8,2025,26839.32,7662100829,0
20,3,5,2017,192977.19,7662947841,1
2,28,12,2025,6119.19,7662174408,0
6,7,4,2018,97293.9,7662343191,1
1,22,4,2019,48722.07,7662929359,1
15,12,2,2024,70086.98,7662943628,1
23,17,12,2022,112012.84,7662150150,0
11,20,6,2022,1471.66,7662461745,0
13,6,4,2023,78609.18,7662791404,1
13,3,11,2024,34567.63,7662941750,0
23,15,6,2017,41120.11,7662418061,0
18,11,4,2022,62752.98,7662468980,1
22,4,7,2017,60550.93,7662324342,0
21,27,7,2024,64592.66,7662770207,1
17,17,3,2017,125229.23,7662186691,1
3,25,12,2017,8554.18,7662694986,1
11,14,2,2024,181112.42,7662993191,1
8,3,4,2023,92858.74,7662941219,1
13,2,4,2020,36596.46,7662138628,0
7,5,6,2020,29429.15,7662643676,0
22,24,2,2021,58658.67,7662501361,1
16,4,12,2025,154413.1,7662695924,1
5,25,6,2020,65630.0,7662315808,1
13,9,4,2018,2550.04,7662990895,1
22,25,3,2024,65897.27,7662407012,1
12,17,3,2017,7115.16,7662417575,0
21,23,2,2020,125799.57,7662114935,1
0,19,10,2019,107954.88,7662801719,1
14,1,3,2021,7812.9,7662394236,0
8,26,6,2020,23429.09,7662120248,0
8,20,6,2025,32169.55,7662252222,0
4,3,6,2021,168190.18,7662407854,1
16,26,12,2020,27009.87,7662047790,1
10,6,2,2018,8537.73,7662639605,0
10,10,8,2023,32398.11,7662485064,0
9,26,1,2022,169448.75,7662630744,1
3,18,2,2025,116836.4,7662963080,1
5,21,12,2018,32833.88,7662896448,1
1,4,3,2022,28883.48,7662264891,0
20,22,5,2019,24739.26,7662569161,0
21,7,8,2018,183159.52,7662308655,1
22,2,2,2022,732.62,7662527669,0
12,1,9,2018,70474.72,7662853975,0
3,15,9,2023,7698.02,7662978045,0
2,10,5,2025,22436.78,7662189561,0
13,18,3,2021,35998.63,7662693251,0
8,1,9,2022,110788.96,7662979615,1
17,17,5,2020,3614.29,7662111840,0
17,5,11,2024,55776.32,7662905866,1
17,21,5,2022,117738.27,7662500908,1
18,6,3,2020,119428.39,7662307551,1
17,20,8,2025,34824.93,7662106147,0
22,9,9,2021,162286.96,7662323767,1
19,14,7,2019,72473.45,7662605667,0
9,14,2,2025,103738.46,7662153978,1
10,17,9,2022,41899.38,7662942667,0
11,20,4,2019,15459.4,7662002134,0
17,6,11,2025,32361.84,7662505485,0
3,15,9,2023,185294.97,7662116877,1
15,22,9,2019,31620.49,7662705425,0
10,13,5,2025,1987.06,7662717992,0
19,26,6,2019,10078.51,7662965396,0
8,13,9,2022,30736.09,7662759900,0
8,5,12,2019,13651.42,7662055446,0
6,25,2,2023,8634.17,7662308696,0
11,11,4,2020,99400.3,7662454158,1
9,24,11,2022,47357.48,7662020577,0
2,23,2,2022,43455.02,7662057341,1
22,13,12,2024,163702.58,7662803424,1
7,15,11,2020,60384.23,7662591956,0
17,9,2,2024,6605.56,7662304615,0
18,11,11,2017,27162.34,7662554399,0
14,6,5,2022,87008.54,7662242590,1
23,23,10,2020,74861.71,7662079302,1
15,1,11,2020,110758.32,7662334449,1
3,15,11,2020,115320.26,7662896117,0
15,10,3,2017,116908.13,7662744149,1
14,23,10,2024,43176.69,7662105933,1
18,6,4,2017,54746.26,7662451672,0
23,2,12,2020,55456.97,7662421485,0
8,27,1,2025,22368.75,7662098856,0
16,11,3,2018,25798.35,7662272893,0
8,13,3,2021,51011.87,7662137085,0
7,25,5,2022,25456.17,7662580826,0
18,20,2,2018,142220.9,7662222300,1
6,1,9,2020,110329.35,7662196812,1
20,14,8,2020,13229.01,7662248479,0
7,4,4,2018,60435.84,7662487724,1
1,18,9,2021,148996.16,7662114994,1
21,16,2,2024,16152.1,7662297261,0
13,1,11,2025,57154.79,7662038162,1
10,2,5,2020,78582.31,7662186170,0
17,17,3,2018,34678.76,7662314180,0
23,6,3,2017,55328.51,7662073750,0
19,13,6,2024,47223.49,7662200894,1
11,3,1,2017,166927.77,7662424431,1
23,11,7,2024,20882.24,7662470959,0
6,10,11,2024,183346.08,7662764063,1
8,20,9,2019,14769.01,7662559401,0
16,16,6,2025,164876.58,7662983790,1
0,24,6,2023,70958.71,7662759481,1
1,9,1,2023,174719.11,7662644604,1
8,20,10,2025,7359.04,7662196608,1
9,15,2,2019,21232.17,7662508080,0
11,22,1,2020,142592.01,7662684466,1
15,5,7,2024,16927.4,7662180675,0
8,14,1,2019,44498.78,7662508511,0
6,8,9,2023,170785.71,7662526058,1
10,12,9,2017,22328.88,7662231714,0
19,4,7,2022,74464.9,7662726639,0
22,11,9,2025,180817.03,7662220467,1
0,21,9,2021,4722.22,7662181464,0
13,15,5,2018,8809.49,7662285779,0
6,20,7,2021,47108.86,7662626292,0
12,10,10,2023,85122.42,7662556697,1
2,13,8,2023,83401.05,7662152507,1
14,25,3,2019,153840.58,7662110411,1
8,15,8,2023,11094.53,7662319221,0
23,28,11,2021,155379.72,7662228737,1
17,26,9,2018,10975.96,7662298707,0
9,20,11,2020,112292.38,7662802360,1
15,27,9,2018,108271.6,7662278412,1
3,15,10,2021,26563.31,7662866167,0
7,24,1,2024,152211.41,7662297471,1
21,7,6,2018,194523.49,7662144298,1
10,24,4,2024,109769.54,7662926044,1
1,4,10,2017,161770.71,7662830387,1
6,10,6,2022,114344.62,7662151096,1
20,14,6,2019,154983.98,7662576583,1
2,13,10,2017,176770.18,7662880289,0
11,26,11,2024,15443.83,7662760702,0
20,10,6,2025,181077.27,7662386290,1
18,20,9,2018,58068.13,7662088083,0
15,6,12,2022,38612.07,7662395348,0
13,10,1,2018,152488.41,7662833055,0
1,4,2,2023,3580.2,7662476145,0
19,22,1,2023,187439.71,7662063779,1
7,22,3,2020,9869.0,7662856293,0
13,5,3,2017,38003.43,7662032458,1
15,10,5,2021,169197.36,7662202789,0
11,12,12,2018,73787.41,7662711034,1
7,28,10,2018,118519.38,7662793540,1
21,10,11,2018,11329.35,7662239945,0
15,18,9,2022,129940.63,7662381447,1
23,18,1,2019,156899.36,7662676936,1
8,1,7,2020,167884.94,7662623461,1
7,18,4,2025,96479.04,7662544892,1
9,3,6,2021,5337.92,7662520317,0
4,7,3,2021,131135.67,7662462306,1
6,12,3,2020,44342.12,7662778371,0
7,4,7,2025,117227.79,7662289725,1
4,22,5,2020,132802.55,7662372502,1
18,13,9,2020,19186.07,7662739984,0
15,14,3,2021,39897.84,7662014707,0
9,23,12,2017,124726.21,7662569004,1
21,9,9,2020,45041.25,7662444695,0
15,7,2,2017,53341.01,7662886207,0
7,5,4,2019,169320.91,7662416976,1
3,4,8,2019,154270.19,7662983456,1
9,17,5,2020,11915.95,7662652334,0
17,25,3,2021,179258.78,7662986784,1
14,8,1,2019,73755.25,7662267057,1
18,13,9,2019,167560.12,7662565657,1
2,24,3,2024,158481.16,7662838561,1
1,23,8,2018,141112.93,7662493585,1
22,26,1,2021,9836.65,7662632118,0
18,23,1,2018,185691.76,7662574067,1
19,18,12,2023,66226.72,7662347228,1
12,9,2,2020,62561.93,7662636106,1
15,1,10,2018,9142.19,7662382270,0
17,3,9,2023,33222.51,7662768608,0
8,22,12,2022,77919.3,7662156005,1
15,14,12,2017,117026.96,7662098360,1
5,1,11,2022,99575.27,7662030444,1
3,21,10,2022,159194.19,7662806175,1
9,3,3,2025,129085.01,7662926068,0
12,21,4,2024,172074.74,7662853658,1
0,25,4,2019,7897.86,7662200308,0
7,20,2,2023,119300.53,7662962743,1
3,20,1,2022,7576.67,7662581416,0
20,24,9,2024,11497.77,7662378417,1
15,27,1,2020,26799.46,7662726909,0
16,13,7,2022,53175.21,7662431358,0
6,17,5,2022,115440.73,7662090811,1
10,17,1,2022,89532.54,7662245498,1
1,9,9,2024,2636.59,7662095123,0
1,24,2,2020,192646.11,7662907805,1
7,18,3,2017,58904.41,7662232539,0
2,21,10,2020,186389.63,7662595071,1
3,9,9,2023,7602.23,7662616132,0
0,12,11,2020,1654.77,7662569400,0
10,20,9,2021,82928.94,7662896010,1
13,7,2,2025,8458.37,7662752262,0
18,13,7,2017,151674.67,7662695450,0
9,1,10,2020,175789.57,7662500053,1
19,7,12,2023,92898.33,7662740440,1
12,26,10,2020,42685.98,7662483761,0
7,22,12,2017,2906.43,7662453740,0
5,10,5,2023,19691.82,7662488852,0
12,6,10,2024,16414.98,7662403863,0
6,3,3,2023,137322.99,7662629042,1
12,2,2,2024,17936.11,7662470997,0
14,9,1,2021,129706.56,7662669619,1
1,10,4,2019,117218.76,7662804364,1
3,16,6,2021,182616.01,7662403419,1
15,19,10,2019,5939.41,7662754753,0
23,28,4,2021,34771.66,7662139683,0
20,20,12,2021,14612.28,7662117584,0
21,6,1,2022,49008.19,7662934438,0
16,9,12,2023,8711.44,7662680277,0
1,22,7,2021,738.68,7662368888,1
22,5,5,2020,193600.77,7662208937,1
10,10,5,2025,161718.94,7662058071,1
3,27,2,2021,31944.34,7662288984,1
22,8,8,2024,128933.29,7662505299,1
21,27,2,2018,36733.66,7662287557,0
23,23,4,2020,55429.29,7662492295,0
12,21,5,2019,35056.82,7662008000,0
17,2,11,2021,136103.37,7662082883,1
19,17,12,2018,178949.63,7662604154,0
5,15,9,2025,2116.48,7662089405,0
9,15,4,2017,53579.27,7662679500,0
11,18,6,2024,68635.86,7662192908,0
23,20,5,2017,13363.95,7662175409,0
1,15,8,2019,3012.3,7662202714,0
7,2,1,2017,61464.66,7662953072,0
8,15,4,2019,160407.05,7662266836,1
16,22,4,2017,45025.32,7662944774,0
7,10,7,2024,122453.67,7662878168,1
21,22,10,2017,145776.94,7662899079,1
18,9,2,2024,191558.51,7662106032,1
